StandardizedName	StrainName	Paper	SRA	Coverage	GeographicOrigin	EcoOrigin	Country	Continent	Comment	PositionOnTree	Clade	SuperClade	Ploidy	NbHetSNPs	Heterozygosity	Zygosity	Aneuploidy
AID	CBS2909	Peter et al. 2018	ERR1309135	200.49		Human				302.0	3. Alpechin		2	4990.0	0.00053261	Heterozygous	euploid
AIE	CBS2910	Peter et al. 2018	ERR1308671	203.0	Portugal	Human	Portugal	Europe		303.0	3. Alpechin		1	176.0	1.88e-05	Homozygous	aneu;+1*9;
AIF	CBS457	Peter et al. 2018	ERR1309471	223.96	Italy	Wine	Italy	Europe		15.0	1. AU Wine 1	S1. Wine	2	3204.0	0.00034198	Heterozygous	aneu;-1*1;+1*11;+1*14;+1*16;-1*6;
AIG	CBS1463	Peter et al. 2018	ERR1309438	171.62		Beer				1349.0	12. Belgium Beer 1		1	137.0	1.46e-05	Homozygous	euploid
AII	C6.1	Peter et al. 2018	ERR1308616	326.4	Cameroon	Palm wine	Cameroon	Africa		10.0	1. AU Wine 1	S1. Wine	2	1300.0	0.00013876	Heterozygous	aneu;+1*1;
AIK	C15.1	Peter et al. 2018	ERR1308901	278.07	Cameroon	Nature	Cameroon	Africa		197.0	1. AU Wine 1	S1. Wine	2	988.0	0.00010545	Heterozygous	euploid
AIL	C10.4	Peter et al. 2018	ERR1308977	211.95	Cameroon	Nature	Cameroon	Africa		733.0	7. AU Wine 3	S1. Wine	2	3150.0	0.00033622	Heterozygous	euploid
AIM	E4	Peter et al. 2018	ERR1309350	216.69	Umbria_Italy	Wine	Italy	Europe		383.0		S1. Wine	2	8662.0	0.00092454	Heterozygous	euploid
AIN	MC5	Peter et al. 2018	ERR1309152	218.25	Ascoli Piceno_Italy	Wine	Italy	Europe		127.0	1. AU Wine 1	S1. Wine	2	1996.0	0.00021304	Heterozygous	euploid
AIP	MC6	Peter et al. 2018	ERR1308832	232.63	Umbria_Italy	Wine	Italy	Europe		408.0	5. Georgian Wine	S1. Wine	2	3668.0	0.00039151	Heterozygous	aneu;+1*9;
AIQ	MC7	Peter et al. 2018	ERR1308643	251.11	Umbria_Italy	Fermentation	Italy	Europe		142.0	1. AU Wine 1	S1. Wine	2	5585.0	0.00059612	Heterozygous	euploid
AIR	MC8	Peter et al. 2018	ERR1308799	244.07	Ascoli Piceno_Italy	Wine	Italy	Europe		133.0	1. AU Wine 1	S1. Wine	2	21.0	2.24e-06	Homozygous	euploid
AIT	MC10	Peter et al. 2018	ERR1309206	236.63	Umbria_Italy	Wine	Italy	Europe		134.0	1. AU Wine 1	S1. Wine	2	22.0	2.35e-06	Homozygous	euploid
AKB	NPA07.1	Peter et al. 2018	ERR1309231	238.4	Nigeria	Palm wine	Nigeria	Africa		2684.0	33. African Palm Wine		2	3496.0	0.00037315	Heterozygous	euploid
AKC	NPA05a1	Peter et al. 2018	ERR1309493	225.2	Nigeria	Palm wine	Nigeria	Africa		2679.0	33. African Palm Wine		3	4476.0	0.00047775	Heterozygous	aneu;-1*1;+1*14;-1*3;-1*6;
AKD	NPA05b1	Peter et al. 2018	ERR1309113	200.95	Nigeria	Palm wine	Nigeria	Africa		2682.0	33. African Palm Wine		3	3055.0	0.00032608	Heterozygous	aneu;-1*1;-1*3;-1*6;
AKE	NPA03.1	Peter et al. 2018	ERR1308907	194.18	Nigeria	Palm wine	Nigeria	Africa		2680.0	33. African Palm Wine		2	164.0	1.75e-05	Homozygous	aneu;-1*1;-1*6;
AKG	NPA06.1	Peter et al. 2018	ERR1309112	224.0	Nigeria	Palm wine	Nigeria	Africa		2663.0	33. African Palm Wine		2	147.0	1.57e-05	Homozygous	aneu;-1*1;-1*3;-1*6;
AKH	NPA02-1	Peter et al. 2018	ERR1309124	233.55	Nigeria	Palm wine	Nigeria	Africa		2681.0	33. African Palm Wine		2	156.0	1.67e-05	Homozygous	euploid
AKI	DBVPG6044	Peter et al. 2018	ERR1308695	174.85	West Africa	Wine	West Africa	West Africa		2056.0			2	99.0	1.06e-05	Homozygous	aneu;-1*1;-1*6;
AKL	K12	Peter et al. 2018	ERR1308634	241.71	Japan	Sake	Japan	Asia		2559.0	30. Mantou	S3. Asian Fermentation	2	9598.0	0.00102444	Heterozygous	euploid
AKM	UWOPS03-461.4	Peter et al. 2018	ERR1309380	200.3	Malaysia	Tree	Malaysia	Asia		2721.0		S4. Wild	2	75.0	8.01e-06	Homozygous	euploid
AKN	YPS128	Peter et al. 2018	ERR1308708	244.68	Pennsylvania_USA	Soil	USA	North America		3025.0	39. Asian Oak	S4. Wild	2	77.0	8.22e-06	Homozygous	euploid
AKP	CLQCA_02-003	Peter et al. 2018	ERR1309507	208.39	Santo Domingo_Ecuador	Industrial	Ecuador	South America		820.0	7. AU Wine 3	S1. Wine	2	28.0	2.99e-06	Homozygous	euploid
AKQ	CLQCA_04-021	Peter et al. 2018	ERR1309442	224.0	Los Rios_Ecuador	Insect	Ecuador	South America		1544.0			2	77.0	8.22e-06	Homozygous	euploid
AKR	CLQCA_05-006	Peter et al. 2018	ERR1308765	298.58	Guayas_Ecuador	Fruit	Ecuador	South America		2623.0	31. Huangjiu	S3. Asian Fermentation	2	4005.0	0.00042747	Heterozygous	euploid
AKS	CLQCA_09-001	Peter et al. 2018	ERR1308945	206.69	Imbabura_Ecuador	Flower	Ecuador	South America		1548.0			2	83.0	8.86e-06	Homozygous	euploid
AKT	CLQCA_10-003	Peter et al. 2018	ERR1308849	186.49	Pichincha_Ecuador	Insect	Ecuador	South America		1910.0	21. Mixed Origins 2	S2. Beer	2	28598.0	0.00305241	Heterozygous	euploid
AKV	CLQCA_10-027	Peter et al. 2018	ERR1309390	246.34	Pichincha_Ecuador	Nature	Ecuador	South America		819.0	7. AU Wine 3	S1. Wine	2	24.0	2.56e-06	Homozygous	aneu;-1*1;-1*6;
ALA	CLQCA_10-619	Peter et al. 2018	ERR1309430	241.23	Pichincha_Ecuador	Insect	Ecuador	South America		2611.0	31. Huangjiu	S3. Asian Fermentation	2	3928.0	0.00041926	Heterozygous	euploid
ALB	CLQCA_10-620	Peter et al. 2018	ERR1308938	219.43	Pichincha_Ecuador	Insect	Ecuador	South America		2615.0	31. Huangjiu	S3. Asian Fermentation	2	4045.0	0.00043174	Heterozygous	aneu;-1*1;
ALC	CLQCA_11-024	Peter et al. 2018	ERR1308644	261.45	Cotopaxi_Ecuador	Nature	Ecuador	South America		2613.0	31. Huangjiu	S3. Asian Fermentation	2	3732.0	0.00039834	Heterozygous	aneu;-1*1;-1*3;-1*6;
ALD	CLQCA_13-023	Peter et al. 2018	ERR1308986	220.6	Bolivar_Ecuador	Nature	Ecuador	South America		1416.0	13. French Dairy		2	14828.0	0.00158267	Heterozygous	euploid
ALE	CLQCA_17-060	Peter et al. 2018	ERR1308834	248.12	Loja_Ecuador	Insect	Ecuador	South America		818.0	7. AU Wine 3	S1. Wine	2	13.0	1.39e-06	Homozygous	euploid
ALG	CLQCA_18-003	Peter et al. 2018	ERR1309039	225.58	Sucumbios_Ecuador	Fruit	Ecuador	South America		1549.0			2	41.0	4.38e-06	Homozygous	euploid
ALH	CLQCA_19-011	Peter et al. 2018	ERR1308972	198.3	Napo_Ecuador	Nature	Ecuador	South America		2624.0	31. Huangjiu	S3. Asian Fermentation	2	3964.0	0.0004231	Heterozygous	aneu;-1*1;-1*6;
ALI	CLQCA_20-060	Peter et al. 2018	ERR1309514	210.33	Yasuni National Park_Orellana_Ecuador	Water	Ecuador	South America		1961.0	22. French Guiana Human		2	12804.0	0.00136664	Heterozygous	euploid
ALK	CLQCA_24SC-235	Peter et al. 2018	ERR1308623	176.31	Galapagos_Ecuador	Tree	Ecuador	South America		2612.0	31. Huangjiu	S3. Asian Fermentation	2	3046.0	0.00032512	Heterozygous	aneu;+1*5;
ALL	36271	Peter et al. 2018	ERR1309208	263.42	Bratislava_Slovakia	Water	Slovakia	Europe		93.0	1. AU Wine 1	S1. Wine	2	4445.0	0.00047444	Heterozygous	euploid
ALM	21-4-101	Peter et al. 2018	ERR1308792	202.62	Bratislava_Slovakia	Water	Slovakia	Europe		94.0	1. AU Wine 1	S1. Wine	2	4220.0	0.00045042	Heterozygous	aneu;+1*9;
ALN	21-4-103	Peter et al. 2018	ERR1309320	218.35	Bratislava_Deninska Nova Ves_Slovakia	Water	Slovakia	Europe		1861.0	20. Mixed Origins 1	S2. Beer	2	27554.0	0.00294098	Heterozygous	aneu;-1*1;-1*6;
ALP	21-4-105	Peter et al. 2018	ERR1309260	222.87	Bratislava_Deninska Nova Ves_Slovakia	Water	Slovakia	Europe		1862.0	20. Mixed Origins 1	S2. Beer	2	25015.0	0.00266998	Heterozygous	aneu;-1*1;-1*6;+1*9;
ALQ	21-4-111	Peter et al. 2018	ERR1308863	251.03	Male Zaluzie_Slovakia	Tree	Slovakia	Europe		173.0	1. AU Wine 1	S1. Wine	2	6.0	6.4e-07	Homozygous	euploid
ALR	21-4-114	Peter et al. 2018	ERR1308879	221.62	Male levare_Slovakia	Tree	Slovakia	Europe		2284.0			3	38399.0	0.00409852	Heterozygous	aneu;-1*1;+1*11;+1*12;-1*6;
ALS	21-4-116	Peter et al. 2018	ERR1309003	227.5	Male levare_Slovakia	Flower	Slovakia	Europe		188.0	1. AU Wine 1	S1. Wine	2	19.0	2.03e-06	Homozygous	euploid
ALT	21-4-122	Peter et al. 2018	ERR1309227	221.89	Male Zaluzie_Slovakia	Flower	Slovakia	Europe		168.0	1. AU Wine 1	S1. Wine	2	8.0	8.54e-07	Homozygous	euploid
ALV	21-4-124	Peter et al. 2018	ERR1309155	194.6	Male Zaluzie_Slovakia	Fruit	Slovakia	Europe		1850.0	20. Mixed Origins 1	S2. Beer	3	44627.0	0.00476327	Heterozygous	aneu;+1*11;-1*3;-1*6;+1*7;
AMA	21-4-125	Peter et al. 2018	ERR1308966	232.09	Male Zaluzie_Slovakia	Fruit	Slovakia	Europe		172.0	1. AU Wine 1	S1. Wine	3	5934.0	0.00063337	Heterozygous	euploid
AMB	IY_03-5-30-1-1-1_(1)	Peter et al. 2018	ERR1308617	208.41	Louisiana_USA	Insect	USA	North America		2830.0	36. North American Wild	S4. Wild	2	100.0	1.07e-05	Homozygous	aneu;-1*1;-1*6;
AMC	IY_03-5-26-5-1-1_(1)	Peter et al. 2018	ERR1308975	211.67	Louisiana_USA	Insect	USA	North America		2831.0	36. North American Wild	S4. Wild	2	97.0	1.04e-05	Homozygous	euploid
AMD	ES4M07	Peter et al. 2018	ERR1308587	222.68	Dongpu_Sinyi Township_Nantou_Taiwan	Fruit	Taiwan	Asia		2967.0	39. Asian Oak	S4. Wild	2	118.0	1.26e-05	Homozygous	euploid
AMF	ES2M03	Peter et al. 2018	ERR1309335	195.33	Dongpu_Sinyi Township_Nantou_Taiwan	Fruit	Taiwan	Asia		2968.0	39. Asian Oak	S4. Wild	2	106.0	1.13e-05	Homozygous	euploid
AMG	SJ7L01	Peter et al. 2018	ERR1309347	188.53	Tuchih_Nantou_Taiwan	Tree	Taiwan	Asia		1830.0	20. Mixed Origins 1	S2. Beer	3	39283.0	0.00419288	Heterozygous	euploid
AMH	EN14S01	Peter et al. 2018	ERR1308682	228.36	Sinyi_Nantou_Taiwan	Soil	Taiwan	Asia		2790.0	35. Chinese Wild	S4. Wild	2	112.0	1.2e-05	Homozygous	euploid
AMI	SJ1L04	Peter et al. 2018	ERR1309063	250.67	Yuchih_Nantou_Taiwan	Tree	Taiwan	Asia		1828.0	20. Mixed Origins 1	S2. Beer	3	38727.0	0.00413353	Heterozygous	aneu;-1*6;
AMK	SJ6L01	Peter et al. 2018	ERR1309092	232.24	Tuchih_Nantou_Taiwan	Tree	Taiwan	Asia		1825.0	20. Mixed Origins 1	S2. Beer	3	36755.0	0.00392305	Heterozygous	aneu;-1*7;
AML	SJ5L11	Peter et al. 2018	ERR1308615	203.88	Tuchih_Nantou_Taiwan	Tree	Taiwan	Asia		1827.0	20. Mixed Origins 1	S2. Beer	3	35872.0	0.0038288	Heterozygous	euploid
AMM	SJ5L12	Peter et al. 2018	ERR1308766	212.28	Beinan_Taitung_Taiwan	Tree	Taiwan	Asia		2859.0		S4. Wild	2	134.0	1.43e-05	Homozygous	euploid
AMN	SJ5L13	Peter et al. 2018	ERR1309385	252.83	Tuchih_Nantou_Taiwan	Tree	Taiwan	Asia		1879.0	20. Mixed Origins 1	S2. Beer	4	49408.0	0.00527357	Heterozygous	aneu;-2*1;-1*3;-2*6;
AMP	SJ5L14	Peter et al. 2018	ERR1309121	182.54	Taian_Miaoli_Taiwan	Fruit	Taiwan	Asia		1254.0	10. AU Wine 6	S1. Wine	2	9070.0	0.00096809	Heterozygous	aneu;-1*6;
AMQ	SJ5L15	Peter et al. 2018	ERR1308864	190.71	Tuchih_Nantou_Taiwan	Tree	Taiwan	Asia		1831.0	20. Mixed Origins 1	S2. Beer	3	38696.0	0.00413022	Heterozygous	euploid
AMR	SJ5L16	Peter et al. 2018	ERR1309143	222.7	Jhuosi_Hualein_Taiwan	Soil	Taiwan	Asia		673.0	7. AU Wine 3	S1. Wine	2	30.0	3.2e-06	Homozygous	euploid
AMS	SJ5L17	Peter et al. 2018	ERR1308981	215.82	Austria	Probiotic	Austria	Europe		737.0	7. AU Wine 3	S1. Wine	2	3561.0	0.00038008	Heterozygous	euploid
AMT	SJ5L18	Peter et al. 2018	ERR1308624	251.24	Austria	Probiotic	Austria	Europe		606.0	6. West Europe Wine	S1. Wine	2	1328.0	0.00014174	Heterozygous	euploid
ANA	DBVPG6696	Peter et al. 2018	ERR1309098	246.93	Burundi	Wine	Burundi	Africa		2143.0			2	3159.0	0.00033718	Heterozygous	aneu;+1*12;
ANC	YPS129	Peter et al. 2018	ERR1309458	226.08	Pennsylvania_USA	Tree	USA	North America		3027.0	39. Asian Oak	S4. Wild	2	69.0	7.36e-06	Homozygous	euploid
AND	YPS133	Peter et al. 2018	ERR1309359	238.06	Pennsylvania_USA	Soil	USA	North America		3020.0	39. Asian Oak	S4. Wild	2	73.0	7.79e-06	Homozygous	euploid
ANE	YPS134	Peter et al. 2018	ERR1308867	193.17	Pennsylvania_USA	Soil	USA	North America		3028.0	39. Asian Oak	S4. Wild	2	76.0	8.11e-06	Homozygous	euploid
ANF	YPS139	Peter et al. 2018	ERR1308955	183.26	Pennsylvania_USA	Soil	USA	North America		3021.0	39. Asian Oak	S4. Wild	2	76.0	8.11e-06	Homozygous	euploid
ANG	YPS141	Peter et al. 2018	ERR1308936	214.96	Pennsylvania_USA	Soil	USA	North America		3026.0	39. Asian Oak	S4. Wild	2	77.0	8.22e-06	Homozygous	euploid
ANH	YPS142	Peter et al. 2018	ERR1308739	202.35	Pennsylvania_USA	Nature	USA	North America		3033.0	39. Asian Oak	S4. Wild	2	75.0	8.01e-06	Homozygous	euploid
ANI	YPS143	Peter et al. 2018	ERR1309448	271.64	Pennsylvania_USA	Soil	USA	North America		3032.0	39. Asian Oak	S4. Wild	2	70.0	7.47e-06	Homozygous	euploid
ANK	YPS154	Peter et al. 2018	ERR1309162	223.62	Pennsylvania_USA	Tree	USA	North America		3030.0	39. Asian Oak	S4. Wild	2	78.0	8.33e-06	Homozygous	euploid
ANL	A-6	Peter et al. 2018	ERR1308751	207.4	Ghana	Beer	Ghana	Africa		1504.0	15. African Beer		4	31821.0	0.00339642	Heterozygous	euploid
ANM	A-18	Peter et al. 2018	ERR1308960	210.95	Ghana	Beer	Ghana	Africa		1505.0	15. African Beer		4	30282.0	0.00323215	Heterozygous	euploid
ANN	AY529516	Peter et al. 2018	ERR1308724	206.65	Ghana	Fermentation	Ghana	Africa		2166.0	26. West African Cocoa		2	17012.0	0.00181578	Heterozygous	euploid
ANP	UWOPS83-883-2	Peter et al. 2018	ERR1309376	204.82	Navassa Island	Insect	Haiti	North America		1774.0	20. Mixed Origins 1	S2. Beer	2	31947.0	0.00340987	Heterozygous	aneu;-1*3;-1*6;+1*9;
ANQ	L-1191	Peter et al. 2018	ERR1309495	191.65	Valle de Ica_Peru	Wine	Peru	South America		525.0	6. West Europe Wine	S1. Wine	2	11.0	1.17e-06	Homozygous	aneu;-1*1;-1*6;
ANR	RIB0001	Peter et al. 2018	ERR1309353	196.77	Japan	Sake	Japan	Asia		2492.0	29. Sake	S3. Asian Fermentation	2	2623.0	0.00027997	Heterozygous	aneu;+1*1;
ANS	RIB0002	Peter et al. 2018	ERR1308880	196.39	Japan	Sake	Japan	Asia		2471.0	29. Sake	S3. Asian Fermentation	2	1233.0	0.0001316	Heterozygous	aneu;-1*6;
ANT	RIB0003	Peter et al. 2018	ERR1309011	218.37	Japan	Sake	Japan	Asia		2493.0	29. Sake	S3. Asian Fermentation	2	2749.0	0.00029342	Heterozygous	aneu;+1*8;
ANV	RIB0004	Peter et al. 2018	ERR1308740	216.95	Japan	Sake	Japan	Asia		2494.0	29. Sake	S3. Asian Fermentation	2	2709.0	0.00028915	Heterozygous	aneu;+1*8;
APA	RIB0005	Peter et al. 2018	ERR1308829	201.8	Japan	Sake	Japan	Asia		2484.0	29. Sake	S3. Asian Fermentation	2	1236.0	0.00013193	Heterozygous	euploid
APC	RIB1001	Peter et al. 2018	ERR1309055	283.56	Japan	Sake	Japan	Asia		2438.0	29. Sake	S3. Asian Fermentation	2	1662.0	0.00017739	Heterozygous	euploid
APD	RIB1002	Peter et al. 2018	ERR1308912	283.5	Japan	Sake	Japan	Asia		2439.0	29. Sake	S3. Asian Fermentation	2	1775.0	0.00018946	Heterozygous	aneu;+1*9;
APE	RIB1003	Peter et al. 2018	ERR1309140	220.09	Japan	Sake	Japan	Asia		2455.0	29. Sake	S3. Asian Fermentation	2	1062.0	0.00011335	Heterozygous	aneu;+1*11;+1*3;
APF	RIB1004	Peter et al. 2018	ERR1308759	209.91	Japan	Sake	Japan	Asia		2457.0	29. Sake	S3. Asian Fermentation	2	1213.0	0.00012947	Heterozygous	euploid
APG	VF8_(6)	Peter et al. 2018	ERR1309220	262.54	Araras_Sao Paulo_Brazil	Bioethanol	Brazil	South America		1311.0	11. Brazilian Bioethanol		1	137.0	1.46e-05	Homozygous	euploid
APH	M1.1	Peter et al. 2018	ERR1308918	206.8	Pirassununga_Sao Paulo_Brazil	Distillery	Brazil	South America		1301.0	11. Brazilian Bioethanol		2	15875.0	0.00169442	Heterozygous	euploid
API	YS20	Peter et al. 2018	ERR1308707	224.29	Korea	Bakery	South Korea	Asia		1814.0	20. Mixed Origins 1	S2. Beer	2	27129.0	0.00289562	Heterozygous	aneu;+1*8;+1*9;
APK	YS10(E)	Peter et al. 2018	ERR1308678	240.22	South Africa	Bakery	South Africa	Africa		1832.0	20. Mixed Origins 1	S2. Beer	3	39411.0	0.00420654	Heterozygous	euploid
APL	YS11(E)	Peter et al. 2018	ERR1309404	204.03	Turkey	Bakery	Turkey	Asia		1882.0		S2. Beer	2	28368.0	0.00302786	Heterozygous	euploid
APM	YS15	Peter et al. 2018	ERR1309296	215.38	Korea	Bakery	South Korea	Asia		1813.0	20. Mixed Origins 1	S2. Beer	2	21607.0	0.00230623	Heterozygous	aneu;+1*9;
APN	YS19	Peter et al. 2018	ERR1309119	271.52	Philippines	Bakery	Philippines	Asia		1829.0	20. Mixed Origins 1	S2. Beer	3	38446.0	0.00410354	Heterozygous	aneu;+1*1;
APP	CBS382	Peter et al. 2018	ERR1309259	229.6	Brazil_Rio de Janeiro	Beer	Brazil	South America		1346.0			3	15986.0	0.00170627	Heterozygous	aneu;+1*10;+1*9;
APQ	CBS400	Peter et al. 2018	ERR1309447	244.56	Ivory Coast	Palm wine	Ivory Coast	Africa		2669.0	33. African Palm Wine		2	86.0	9.18e-06	Homozygous	euploid
APR	CBS403	Peter et al. 2018	ERR1308871	264.89	West Africa	Beer	West Africa	West Africa		2670.0	33. African Palm Wine		2	88.0	9.39e-06	Homozygous	aneu;+1*9;
APS	CBS423	Peter et al. 2018	ERR1308939	218.59	Switzerland	Wine	Switzerland	Europe		1.0	1. AU Wine 1	S1. Wine	2	2564.0	0.00027367	Heterozygous	aneu;+2*1;+1*14;+1*8;
APT	CBS459	Peter et al. 2018	ERR1308651	295.29	Italy	Wine	Italy	Europe		38.0	1. AU Wine 1	S1. Wine	2	16.0	1.71e-06	Homozygous	aneu;+1*14;
APV	CBS1250	Peter et al. 2018	ERR1309025	225.57	Spain	Wine	Spain	Europe		120.0	1. AU Wine 1	S1. Wine	2	16.0	1.71e-06	Homozygous	euploid
AQA	CBS4903	Peter et al. 2018	ERR1309511	228.53	Spain	Industrial	Spain	Europe		309.0	3. Alpechin		2	7692.0	0.00082101	Heterozygous	euploid
AQB	CBS5112	Peter et al. 2018	ERR1308988	264.89	Spain	Wine	Spain	Europe		681.0	7. AU Wine 3	S1. Wine	2	52.0	5.55e-06	Homozygous	euploid
AQC	CBS5155	Peter et al. 2018	ERR1308897	180.51	South Armenia	Wine	Armenia	Asia		417.0	5. Georgian Wine	S1. Wine	2	1542.0	0.00016459	Heterozygous	euploid
AQD	CBS5378	Peter et al. 2018	ERR1309262	230.55	Spain	Industrial	Spain	Europe		310.0	3. Alpechin		2	8293.0	0.00088516	Heterozygous	aneu;+1*8;
AQE	CBS6006	Peter et al. 2018	ERR1308580	217.81	Spain	Wine	Spain	Europe		398.0	5. Georgian Wine	S1. Wine	2	1739.0	0.00018561	Heterozygous	euploid
AQG	CBS7539	Peter et al. 2018	ERR1308609	221.34	Plovdiv_Bulgaria	Beer	Bulgaria	Europe		1335.0	12. Belgium Beer 1		2	10709.0	0.00114303	Heterozygous	euploid
AQH	CBS7957	Peter et al. 2018	ERR1309146	219.98	Sao Paulo_Brazil	Industrial	Brazil	South America		1372.0	12. Belgium Beer 1		3	33980.0	0.00362686	Heterozygous	aneu;+1*3;
AQI	CBS8292	Peter et al. 2018	ERR1309318	201.59	Sweden	Water	Sweden	Europe		1808.0	20. Mixed Origins 1	S2. Beer	2	27282.0	0.00291195	Heterozygous	euploid
AQM	CBS420	Peter et al. 2018	ERR1308875	145.08	Italy	Dairy	Italy	Europe		1387.0	13. French Dairy		2	10619.0	0.00113342	Heterozygous	aneu;+1*16;+1*9;
AQN	CBS435	Peter et al. 2018	ERR1308777	220.59	Japan	Sake	Japan	Asia		2474.0	29. Sake	S3. Asian Fermentation	2	1717.0	0.00018326	Heterozygous	euploid
AQP	CBS462	Peter et al. 2018	ERR1309355	218.59	Spain	Wine	Spain	Europe		400.0	5. Georgian Wine	S1. Wine	2	1658.0	0.00017697	Heterozygous	aneu;+1*1;+1*9;
AQQ	CBS1175	Peter et al. 2018	ERR1308811	174.52	Switzerland	Wine	Switzerland	Europe		5.0	1. AU Wine 1	S1. Wine	2	1679.0	0.00017921	Heterozygous	aneu;+1*14;+1*9;
AQR	CBS1190	Peter et al. 2018	ERR1308923	215.93	Germany	Wine	Germany	Europe		16.0	1. AU Wine 1	S1. Wine	2	3156.0	0.00033686	Heterozygous	aneu;+1*11;+1*14;
AQS	CBS1196	Peter et al. 2018	ERR1308967	214.95	Indonesia	Distillery	Indonesia	Asia		2557.0	30. Mantou	S3. Asian Fermentation	2	1435.0	0.00015317	Heterozygous	aneu;+1*1;
AQT	CBS1230	Peter et al. 2018	ERR1309217	232.45	Belgium	Beer	Belgium	Europe		1657.0	18. Belgium Beer 2	S2. Beer	3	21071.0	0.00224902	Heterozygous	aneu;+1*14;+1*2;+2*6;
ARA	CBS1239	Peter et al. 2018	ERR1309080	226.22		Distillery				2266.0			4	27174.0	0.00290042	Heterozygous	aneu;+1*1;+1*8;
ARB	CBS1254	Peter et al. 2018	ERR1309422	240.73		Bakery				2268.0			4	26098.0	0.00278557	Heterozygous	aneu;+1*8;
ARC	CBS1257	Peter et al. 2018	ERR1308716	220.43	Germany	Wine	Germany	Europe		102.0	1. AU Wine 1	S1. Wine	2	1962.0	0.00020941	Heterozygous	aneu;+1*14;
ARE	CBS1398	Peter et al. 2018	ERR1309456	244.35		Tree				1350.0	12. Belgium Beer 1		2	11679.0	0.00124656	Heterozygous	aneu;+1*3;+1*6;+3*9;
ARG	CBS1576	Peter et al. 2018	ERR1308649	222.08	Celebes_Sulavesi_Indonesia	Tree	Indonesia	Asia		2922.0	38. Taiwan Wild 2	S4. Wild	2	120.0	1.28e-05	Homozygous	euploid
ARH	CBS1592	Peter et al. 2018	ERR1309054	210.93	Java_Indonesia	Fermentation	Indonesia	Asia		2913.0			2	4457.0	0.00047572	Heterozygous	aneu;+1*1;
ARI	CBS1593	Peter et al. 2018	ERR1308645	210.44	Java_Indonesia	Fermentation	Indonesia	Asia		2914.0			2	6782.0	0.00072388	Heterozygous	aneu;+1*1;+1*2;
ARK	CBS1602	Peter et al. 2018	ERR1308610	269.76		Fruit				115.0	1. AU Wine 1	S1. Wine	2	1207.0	0.00012883	Heterozygous	aneu;+1*13;+1*8;
ARL	CBS2087	Peter et al. 2018	ERR1309170	232.96	China	Flower	China	Asia		577.0	6. West Europe Wine	S1. Wine	2	2563.0	0.00027356	Heterozygous	aneu;+1*1;
ARM	CBS2188	Peter et al. 2018	ERR1308768	230.93	Japan	Fruit	Japan	Asia		2465.0	29. Sake	S3. Asian Fermentation	2	3060.0	0.00032661	Heterozygous	euploid
ARN	CBS2246	Peter et al. 2018	ERR1308612	201.81	Netherlands	Human_clinical	Netherlands	Europe		1403.0	13. French Dairy		3	30036.0	0.0032059	Heterozygous	euploid
ARP	CBS2270	Peter et al. 2018	ERR1309069	256.19	Japan	Wine	Japan	Asia		2461.0	29. Sake	S3. Asian Fermentation	2	1735.0	0.00018519	Heterozygous	euploid
ARQ	CBS2271	Peter et al. 2018	ERR1309201	195.84	Belgium	Wine	Belgium	Europe		116.0	1. AU Wine 1	S1. Wine	2	59.0	6.3e-06	Homozygous	euploid
ARR	CBS2272	Peter et al. 2018	ERR1309066	198.53	Delft_Netherlands	Dairy	Netherlands	Europe		1423.0	13. French Dairy		2	2491.0	0.00026588	Heterozygous	aneu;+1*1;+1*3;
ARS	CBS2421	Peter et al. 2018	ERR1308992	114.53		Nature				1396.0	13. French Dairy		2	19654.0	0.00209777	Heterozygous	aneu;+1*1;
ART	CBS2808	Peter et al. 2018	ERR1309369	190.8	Slovakia	Wine	Slovakia	Europe		437.0	5. Georgian Wine	S1. Wine	2	2941.0	0.00031391	Heterozygous	euploid
ARV	CBS2965	Peter et al. 2018	ERR1308660	253.2	Denmark	Distillery	Denmark	Europe		192.0	1. AU Wine 1	S1. Wine	2	24.0	2.56e-06	Homozygous	aneu;+1*1;
ASA	CBS4092	Peter et al. 2018	ERR1308769	172.2	Spain	Wine	Spain	Europe		401.0	5. Georgian Wine	S1. Wine	3	3562.0	0.00038019	Heterozygous	aneu;+1*9;
ASB	CBS4255	Peter et al. 2018	ERR1309421	247.09		Human_clinical				1345.0	12. Belgium Beer 1		2	22624.0	0.00241478	Heterozygous	euploid
ASC	CBS4455	Peter et al. 2018	ERR1309342	239.71	South Africa	Beer	South Africa	Africa		1519.0	15. African Beer		3	24402.0	0.00260455	Heterozygous	aneu;+2*1;
ASD	CBS4507	Peter et al. 2018	ERR1308866	239.36		Beer				95.0	1. AU Wine 1	S1. Wine	2	1203.0	0.0001284	Heterozygous	euploid
ASE	CBS4667	Peter et al. 2018	ERR1309317	225.96	Former Czechoslovakia	Wine	Slovakia	Europe		96.0	1. AU Wine 1	S1. Wine	2	1203.0	0.0001284	Heterozygous	euploid
ASG	CBS1489	Peter et al. 2018	ERR1308592	274.53	Italy	Human_clinical	Italy	Europe		6.0	1. AU Wine 1	S1. Wine	2	53.0	5.66e-06	Homozygous	aneu;+1*2;+1*3;
ASH	CLIB227	Peter et al. 2018	ERR1308979	149.24	Netherlands	Beer	Netherlands	Europe		1676.0	18. Belgium Beer 2	S2. Beer	4	22837.0	0.00243751	Heterozygous	aneu;-1*14;+1*16;+1*9;
